"","domain","phylum","class","order","family","genus","species"
"ASV_26742","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum",NA
"ASV_26743","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales",NA,NA,NA
"ASV_26744","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus PCC-7305",NA
"ASV_26745","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_26746","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_26747","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26748","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA,NA
"ASV_26750","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26751","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26752",NA,NA,NA,NA,NA,NA,NA
"ASV_26753",NA,NA,NA,NA,NA,NA,NA
"ASV_26754","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_26755","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26756","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26757","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,"Anaerococcus",NA
"ASV_26758","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV_26759","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA,NA
"ASV_26760","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_26761","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26763","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26764",NA,NA,NA,NA,NA,NA,NA
"ASV_26766","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_26767","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV_26768","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_26769","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA,NA
"ASV_26770",NA,NA,NA,NA,NA,NA,NA
"ASV_26771","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26773","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"ASV_26774","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA
"ASV_26775",NA,NA,NA,NA,NA,NA,NA
"ASV_26776",NA,NA,NA,NA,NA,NA,NA
"ASV_26777","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26778",NA,NA,NA,NA,NA,NA,NA
"ASV_26779","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Balneola",NA
"ASV_26780","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26781","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix",NA
"ASV_26782","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26784","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26785","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus Entotheonella",NA
"ASV_26786","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas",NA
"ASV_26787",NA,NA,NA,NA,NA,NA,NA
"ASV_26788","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26789","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26791","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_26792","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV_26793","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV_26794",NA,NA,NA,NA,NA,NA,NA
"ASV_26795",NA,NA,NA,NA,NA,NA,NA
"ASV_26796","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26797",NA,NA,NA,NA,NA,NA,NA
"ASV_26798","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26799","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae",NA,NA
"ASV_26800","Bacteria","Planctomycetota","BD7-11",NA,NA,NA,NA
"ASV_26801",NA,NA,NA,NA,NA,NA,NA
"ASV_26802",NA,NA,NA,NA,NA,NA,NA
"ASV_26803","Bacteria","Desulfobacterota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfocarbo",NA
"ASV_26804","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_26805","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae",NA,NA
"ASV_26807","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV_26808",NA,NA,NA,NA,NA,NA,NA
"ASV_26809","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26810","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia",NA
"ASV_26811","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26813","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26814","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26815","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanospirillum",NA
"ASV_26816","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26817","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA,NA
"ASV_26818","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26819",NA,NA,NA,NA,NA,NA,NA
"ASV_26820","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV_26821","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_26822",NA,NA,NA,NA,NA,NA,NA
"ASV_26823","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26824","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASV_26825","Archaea","Halobacterota","Halobacteria","Halobacterales","Halococcaceae","Halococcus",NA
"ASV_26826","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II",NA,NA,NA
"ASV_26827","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26828","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula",NA
"ASV_26829","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001",NA
"ASV_26830",NA,NA,NA,NA,NA,NA,NA
"ASV_26831","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"ASV_26832","Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,NA
"ASV_26833",NA,NA,NA,NA,NA,NA,NA
"ASV_26834","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,"Tissierella",NA
"ASV_26835","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26836","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26837",NA,NA,NA,NA,NA,NA,NA
"ASV_26838","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales",NA,NA,NA
"ASV_26839","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_26840","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group",NA
"ASV_26841","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA,NA
"ASV_26842","Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59",NA,NA,NA
"ASV_26843","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26844","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA
"ASV_26845","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda",NA
"ASV_26846","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26847",NA,NA,NA,NA,NA,NA,NA
"ASV_26849","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,NA
"ASV_26851","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_26852","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_26853","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26854","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26855","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26856","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26857","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_26858","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade",NA
"ASV_26859","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_26861",NA,NA,NA,NA,NA,NA,NA
"ASV_26862","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26863","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26864","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26865",NA,NA,NA,NA,NA,NA,NA
"ASV_26866",NA,NA,NA,NA,NA,NA,NA
"ASV_26867","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26868","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV_26869",NA,NA,NA,NA,NA,NA,NA
"ASV_26870","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales",NA,NA,NA
"ASV_26871",NA,NA,NA,NA,NA,NA,NA
"ASV_26872",NA,NA,NA,NA,NA,NA,NA
"ASV_26873","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella",NA
"ASV_26874",NA,NA,NA,NA,NA,NA,NA
"ASV_26875","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_26876","Bacteria","Planctomycetota","BD7-11",NA,NA,NA,NA
"ASV_26877","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"ASV_26878","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_26879","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV_26880","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_26881",NA,NA,NA,NA,NA,NA,NA
"ASV_26882","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26883",NA,NA,NA,NA,NA,NA,NA
"ASV_26884","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA
"ASV_26885","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium PCC-7375",NA
"ASV_26886","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_26887",NA,NA,NA,NA,NA,NA,NA
"ASV_26888","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola",NA
"ASV_26889","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_26890","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_26891",NA,NA,NA,NA,NA,NA,NA
"ASV_26892","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26893","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02",NA
"ASV_26894","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26895","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 9",NA,NA,NA
"ASV_26896",NA,NA,NA,NA,NA,NA,NA
"ASV_26897","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_26899","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26900","Bacteria","Myxococcota","Polyangia",NA,NA,NA,NA
"ASV_26901","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_26902","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV_26903","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26904","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26905",NA,NA,NA,NA,NA,NA,NA
"ASV_26906",NA,NA,NA,NA,NA,NA,NA
"ASV_26907","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26909",NA,NA,NA,NA,NA,NA,NA
"ASV_26911","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_26912","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26913","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26914","Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,NA
"ASV_26915",NA,NA,NA,NA,NA,NA,NA
"ASV_26916",NA,NA,NA,NA,NA,NA,NA
"ASV_26917",NA,NA,NA,NA,NA,NA,NA
"ASV_26918","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA
"ASV_26919","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA
"ASV_26921","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA,NA
"ASV_26922",NA,NA,NA,NA,NA,NA,NA
"ASV_26923",NA,NA,NA,NA,NA,NA,NA
"ASV_26924","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",NA
"ASV_26925",NA,NA,NA,NA,NA,NA,NA
"ASV_26927","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26928","Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,NA
"ASV_26929","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26930","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26931",NA,NA,NA,NA,NA,NA,NA
"ASV_26932","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26933",NA,NA,NA,NA,NA,NA,NA
"ASV_26934","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV_26935","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",NA
"ASV_26936",NA,NA,NA,NA,NA,NA,NA
"ASV_26937","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV_26938","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV_26939","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"ASV_26940",NA,NA,NA,NA,NA,NA,NA
"ASV_26942","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26943","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA,NA
"ASV_26944","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26945","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASV_26946","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"ASV_26947","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26948","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26949","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,NA,NA
"ASV_26950","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",NA
"ASV_26952","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26953","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya ANT.L52.2",NA
"ASV_26954","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_26955",NA,NA,NA,NA,NA,NA,NA
"ASV_26956",NA,NA,NA,NA,NA,NA,NA
"ASV_26957","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter",NA
"ASV_26958",NA,NA,NA,NA,NA,NA,NA
"ASV_26959","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales",NA,NA,NA
"ASV_26960",NA,NA,NA,NA,NA,NA,NA
"ASV_26961",NA,NA,NA,NA,NA,NA,NA
"ASV_26962","Bacteria","Acidobacteriota","d142",NA,NA,NA,NA
"ASV_26963",NA,NA,NA,NA,NA,NA,NA
"ASV_26964",NA,NA,NA,NA,NA,NA,NA
"ASV_26965",NA,NA,NA,NA,NA,NA,NA
"ASV_26966",NA,NA,NA,NA,NA,NA,NA
"ASV_26967","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26968","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26969","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae",NA,NA
"ASV_26970",NA,NA,NA,NA,NA,NA,NA
"ASV_26971","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales",NA,NA,NA
"ASV_26972","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26973","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula",NA
"ASV_26975","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26976",NA,NA,NA,NA,NA,NA,NA
"ASV_26977","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_26978","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,NA
"ASV_26979","Bacteria","Firmicutes","Clostridia","Lachnospirales",NA,NA,NA
"ASV_26980","Bacteria","Nitrospinota","P9X2b3D02",NA,NA,NA,NA
"ASV_26981","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chlorothrix",NA
"ASV_26982","Bacteria","Desulfobacterota",NA,NA,NA,NA,NA
"ASV_26983",NA,NA,NA,NA,NA,NA,NA
"ASV_26984","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae",NA,NA
"ASV_26985","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26986","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26987","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26988",NA,NA,NA,NA,NA,NA,NA
"ASV_26989","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26990","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26991","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26992","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas",NA
"ASV_26993","Bacteria","Desulfobacterota",NA,NA,NA,NA,NA
"ASV_26994","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA
"ASV_26996","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26997",NA,NA,NA,NA,NA,NA,NA
"ASV_26998","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_27001","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"ASV_27002",NA,NA,NA,NA,NA,NA,NA
"ASV_27004","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_27005","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27006","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV_27007","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_27008","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_27009","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_27010","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"ASV_27011","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV_27012","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA,NA
"ASV_27013","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_27014",NA,NA,NA,NA,NA,NA,NA
"ASV_27016","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_27019","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27020",NA,NA,NA,NA,NA,NA,NA
"ASV_27021",NA,NA,NA,NA,NA,NA,NA
"ASV_27022","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum",NA
"ASV_27023","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27024","Bacteria","Proteobacteria","Gammaproteobacteria","OM182 clade",NA,NA,NA
"ASV_27025","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27026","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27027","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27028","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"ASV_27029","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12",NA
"ASV_27030",NA,NA,NA,NA,NA,NA,NA
"ASV_27031","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",NA
"ASV_27032","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,"Anaeromicrobium",NA
"ASV_27034","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA
"ASV_27035","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_27036","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas",NA
"ASV_27037",NA,NA,NA,NA,NA,NA,NA
"ASV_27038","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Conchiformibius",NA
"ASV_27039","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27040",NA,NA,NA,NA,NA,NA,NA
"ASV_27041","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_27042",NA,NA,NA,NA,NA,NA,NA
"ASV_27043",NA,NA,NA,NA,NA,NA,NA
"ASV_27044",NA,NA,NA,NA,NA,NA,NA
"ASV_27045",NA,NA,NA,NA,NA,NA,NA
"ASV_27046","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_27047","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_27048","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASV_27049","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_27050","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27051","Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA,NA
"ASV_27052","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","MWH-UniP1 aquatic group",NA,NA
"ASV_27055","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27056","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27058","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",NA
"ASV_27059",NA,NA,NA,NA,NA,NA,NA
"ASV_27060","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27062","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27063",NA,NA,NA,NA,NA,NA,NA
"ASV_27064","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27066","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_27067",NA,NA,NA,NA,NA,NA,NA
"ASV_27068",NA,NA,NA,NA,NA,NA,NA
"ASV_27069","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27070",NA,NA,NA,NA,NA,NA,NA
"ASV_27071","Bacteria","Firmicutes","Clostridia",NA,"Hungateiclostridiaceae",NA,NA
"ASV_27072",NA,NA,NA,NA,NA,NA,NA
"ASV_27073",NA,NA,NA,NA,NA,NA,NA
"ASV_27074",NA,NA,NA,NA,NA,NA,NA
"ASV_27075","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_27076","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV_27077","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"ASV_27079",NA,NA,NA,NA,NA,NA,NA
"ASV_27080",NA,NA,NA,NA,NA,NA,NA
"ASV_27081","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27082","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27083","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter",NA
"ASV_27084","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",NA
"ASV_27085","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_27086",NA,NA,NA,NA,NA,NA,NA
"ASV_27087","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_27088","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae",NA,NA
"ASV_27089","Bacteria",NA,NA,NA,NA,NA,NA
