sample_ID,species,reef,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,TransectLocation(m),Temp_logger_location(m),Temp_logger_name,TCM_logger_location(m),TCM_name,Bag_number,Diver_names,Reef_name,geo_loc_name,DiveStart_mintime,DiveEnd_maxtime,collection_date,sampling_trip,Month,Year,depth,env_biome,env_feature,env_material,env_package,Si(uM),NO2(uM),N_N(uM),NO3(uM),NH4(uM),PO4(uM),Latitude_North,Longitude_W,Notes
apal_gr_gAAA2_cl66_fr6_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,66,6,13,14,TL-GR5,3,TCM-GR-2,77,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gAAA2_cl66_fr7_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,66,7,13,14,TL-GR5,3,TCM-GR-2,78,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gAAA2_cl66_fr3_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,66,3,13,14,TL-GR5,3,TCM-GR-2,908,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gAAA2_cl66_fr6_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,66,6,13,14,TL-GR5,3,TCM-GR-2,909,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gAAA2_cl66_fr7_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,66,7,13,14,TL-GR5,3,TCM-GR-2,910,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr6_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,6,14,14,TL-GR5,3,TCM-GR-2,67,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr5_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,5,14,14,TL-GR5,3,TCM-GR-2,68,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr4_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,4,14,14,TL-GR5,3,TCM-GR-2,69,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr4_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,4,14,14,TL-GR5,3,TCM-GR-2,911,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr5_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,5,14,14,TL-GR5,3,TCM-GR-2,912,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gSI1_cl67_fr6_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,SI1,67,6,14,14,TL-GR5,3,TCM-GR-2,913,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr7_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,7,14,14,TL-GR5,3,TCM-GR-2,64,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr6_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,6,14,14,TL-GR5,3,TCM-GR-2,65,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr4_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,4,14,14,TL-GR5,3,TCM-GR-2,66,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr4_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,4,14,14,TL-GR5,3,TCM-GR-2,914,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr6_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,6,14,14,TL-GR5,3,TCM-GR-2,915,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gAAA2_cl68_fr7_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,AAA2,68,7,14,14,TL-GR5,3,TCM-GR-2,916,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_pr_gSI5_cl19_frB_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SI5,19,B,3,3,TL-PR1,0,TCM-PR-1,719,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSI5_cl19_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SI5,19,3,3,3,TL-PR1,0,TCM-PR-1,720,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSI5_cl19_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SI5,19,4,3,3,TL-PR1,0,TCM-PR-1,721,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,3,4,3,TL-PR1,0,TCM-PR-1,148,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,4,4,3,TL-PR1,0,TCM-PR-1,149,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,5,4,3,TL-PR1,0,TCM-PR-1,150,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,3,4,3,TL-PR1,0,TCM-PR-1,713,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,4,4,3,TL-PR1,0,TCM-PR-1,714,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl20_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,20,5,4,3,TL-PR1,0,TCM-PR-1,715,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_frB_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,B,4,3,TL-PR1,0,TCM-PR-1,151,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,3,4,3,TL-PR1,0,TCM-PR-1,152,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_frA_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,A,4,3,TL-PR1,0,TCM-PR-1,153,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_frA_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,A,4,3,TL-PR1,0,TCM-PR-1,716,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_frB_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,B,4,3,TL-PR1,0,TCM-PR-1,717,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gAAA3_cl21_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,AAA3,21,3,4,3,TL-PR1,0,TCM-PR-1,718,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_ndr_gAAA3_cl139_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,3,3,3,TL-NDR3,0,TCM-NDR-1,397,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl139_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,5,3,3,TL-NDR3,0,TCM-NDR-1,398,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl139_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,6,3,3,TL-NDR3,0,TCM-NDR-1,399,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl139_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,3,3,3,TL-NDR3,0,TCM-NDR-1,766,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA3_cl139_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,5,3,3,TL-NDR3,0,TCM-NDR-1,767,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA3_cl139_fr6_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,139,6,3,3,TL-NDR3,0,TCM-NDR-1,768,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,3,3,3,TL-NDR3,0,TCM-NDR-1,383,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,4,3,3,TL-NDR3,0,TCM-NDR-1,384,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,5,3,3,TL-NDR3,0,TCM-NDR-1,385,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,3,3,3,TL-NDR3,0,TCM-NDR-1,769,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,4,3,3,TL-NDR3,0,TCM-NDR-1,770,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA3_cl141_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA3,141,5,3,3,TL-NDR3,0,TCM-NDR-1,771,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,5,3,3,TL-NDR3,0,TCM-NDR-1,348,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,3,3,3,TL-NDR3,0,TCM-NDR-1,349,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,6,3,3,TL-NDR3,0,TCM-NDR-1,350,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,3,3,3,TL-NDR3,0,TCM-NDR-1,779,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,4,3,3,TL-NDR3,0,TCM-NDR-1,780,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,5,3,3,TL-NDR3,0,TCM-NDR-1,821,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl142_fr6_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,142,6,3,3,TL-NDR3,0,TCM-NDR-1,822,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,3,4,5,TL-NDR4,0,TCM-NDR-1,351,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,5,4,5,TL-NDR4,0,TCM-NDR-1,352,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr7_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,7,4,5,TL-NDR4,0,TCM-NDR-1,353,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,3,4,5,TL-NDR4,0,TCM-NDR-1,772,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,5,4,5,TL-NDR4,0,TCM-NDR-1,773,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr6_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,6,4,5,TL-NDR4,0,TCM-NDR-1,774,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl144_fr7_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,144,7,4,5,TL-NDR4,0,TCM-NDR-1,775,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,6,5,5,TL-NDR4,0,TCM-NDR-1,354,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,5,5,5,TL-NDR4,0,TCM-NDR-1,355,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr7_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,7,5,5,TL-NDR4,0,TCM-NDR-1,356,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,5,5,5,TL-NDR4,0,TCM-NDR-1,776,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr6_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,6,5,5,TL-NDR4,0,TCM-NDR-1,777,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gAAA2_cl148_fr7_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,AAA2,148,7,5,5,TL-NDR4,0,TCM-NDR-1,778,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,3,4,5,TL-NDR4,5,TCM-NDR-2,320,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,4,4,5,TL-NDR4,5,TCM-NDR-2,321,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,6,4,5,TL-NDR4,5,TCM-NDR-2,322,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,3,4,5,TL-NDR4,5,TCM-NDR-2,794,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,4,4,5,TL-NDR4,5,TCM-NDR-2,795,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl18_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,18,5,4,5,TL-NDR4,5,TCM-NDR-2,796,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl23_frB_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,B,6,6,TL-NDR5,5,TCM-NDR-2,317,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
