sample_ID,species,reef,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,TransectLocation(m),Temp_logger_location(m),Temp_logger_name,TCM_logger_location(m),TCM_name,Bag_number,Diver_names,Reef_name,geo_loc_name,DiveStart_mintime,DiveEnd_maxtime,collection_date,sampling_trip,Month,Year,depth,env_biome,env_feature,env_material,env_package,Si(uM),NO2(uM),N_N(uM),NO3(uM),NH4(uM),PO4(uM),Latitude_North,Longitude_W,Notes
acer_ndr_gM5_cl8_fr3_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,3,2,NA,NA,NA,NA,361,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl8_fr4_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,4,2,NA,NA,NA,NA,362,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl8_fr5_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,5,2,NA,NA,NA,NA,363,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_pr_gM5_cl8_fr4_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,M5,8,4,1,NA,NA,NA,NA,671,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gM5_cl8_fr5_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,M5,8,5,1,NA,NA,NA,NA,672,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gM5_cl8_fr6_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,M5,8,6,1,NA,NA,NA,NA,673,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_ndr_gM5_cl8_fr3_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,3,2,NA,NA,NA,NA,859,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gM5_cl8_fr4_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,4,2,NA,NA,NA,NA,860,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gM5_cl8_fr5_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,8,5,2,NA,NA,NA,NA,861,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_pr_gK2_cl13_fr4_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,4,2,NA,NA,NA,NA,55,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl13_fr5_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,5,2,NA,NA,NA,NA,56,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl13_fr6_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,6,2,NA,NA,NA,NA,57,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl13_fr4_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,4,2,NA,NA,NA,NA,677,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl13_fr5_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,5,2,NA,NA,NA,NA,678,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl13_fr6_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,13,6,2,NA,NA,NA,NA,679,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_ndr_gM5_cl18_fr3_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,3,4,NA,NA,NA,NA,338,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl18_fr4_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,4,4,NA,NA,NA,NA,339,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl18_fr5_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,5,4,NA,NA,NA,NA,340,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl18_fr3_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,3,4,NA,NA,NA,NA,853,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gM5_cl18_fr4_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,4,4,NA,NA,NA,NA,854,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gM5_cl18_fr5_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,18,5,4,NA,NA,NA,NA,855,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_pr_gK2_cl19_fr3_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,3,3,NA,NA,NA,NA,49,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl19_fr4_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,4,3,NA,NA,NA,NA,50,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl19_fr7_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,7,3,NA,NA,NA,NA,51,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl19_fr3_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,3,3,NA,NA,NA,NA,680,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_gr_gM5_cl28_fr4_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,4,5,NA,NA,NA,NA,215,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl28_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,3,5,NA,NA,NA,NA,216,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl28_fr6_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,6,5,NA,NA,NA,NA,217,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl28_fr3_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,3,5,NA,NA,NA,NA,917,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl28_fr4_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,4,5,NA,NA,NA,NA,918,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl28_fr6_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,28,6,5,NA,NA,NA,NA,919,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr5_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,5,5,NA,NA,NA,NA,218,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr4_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,4,5,NA,NA,NA,NA,219,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,3,5,NA,NA,NA,NA,220,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr3_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,3,5,NA,NA,NA,NA,920,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr4_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,4,5,NA,NA,NA,NA,981,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl29_fr5_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,29,5,5,NA,NA,NA,NA,982,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr6_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,6,7,NA,NA,NA,NA,212,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,3,7,NA,NA,NA,NA,213,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr4_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,4,7,NA,NA,NA,NA,214,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr3_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,3,7,NA,NA,NA,NA,983,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr4_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,4,7,NA,NA,NA,NA,984,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gM5_cl38_fr6_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,M5,38,6,7,NA,NA,NA,NA,985,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,3,9,NA,NA,NA,NA,287,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr6_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,6,9,NA,NA,NA,NA,288,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr7_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,7,9,NA,NA,NA,NA,289,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr3_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,3,9,NA,NA,NA,NA,992,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr6_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,6,9,NA,NA,NA,NA,993,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl49_fr7_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,49,7,9,NA,NA,NA,NA,994,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr7_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,7,10,NA,NA,NA,NA,284,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr5_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,5,10,NA,NA,NA,NA,285,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,3,10,NA,NA,NA,NA,286,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr3_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,3,10,NA,NA,NA,NA,989,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr5_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,5,10,NA,NA,NA,NA,990,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl50_fr7_05Mar2019,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,50,7,10,NA,NA,NA,NA,991,Carly_Dana,Grecian_rocks,USA,12:24 PM,1:30 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
acer_gr_gK2_cl52_fr7_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,52,7,10,NA,NA,NA,NA,281,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_gr_gK2_cl52_fr3_15Nov2018,acer,gr,persistence_to_resistance,Acropora,cervicornis,K2,52,3,10,NA,NA,NA,NA,282,Carly_Dana,Grecian_rocks,USA,12:17 PM,1:49 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
acer_pr_gK2_cl19_fr4_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,4,3,NA,NA,NA,NA,689,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl19_fr5_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,19,5,3,NA,NA,NA,NA,690,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl22_fr3_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,3,4,NA,NA,NA,NA,52,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl22_fr4_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,4,4,NA,NA,NA,NA,53,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_pr_gK2_cl22_fr5_14Nov2018,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,5,4,NA,NA,NA,NA,54,Ben_Allan,Pickles_Reef,USA,12:57 PM,1:55 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
acer_ndr_gU44_cl22_fr3_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,3,5,NA,NA,NA,NA,373,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gU44_cl22_fr4_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,4,5,NA,NA,NA,NA,374,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gU44_cl22_fr6_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,6,5,NA,NA,NA,NA,375,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_pr_gK2_cl22_fr3_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,3,4,NA,NA,NA,NA,692,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl22_fr4_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,4,4,NA,NA,NA,NA,693,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_pr_gK2_cl22_fr5_01Mar2019,acer,pr,persistence_to_resistance,Acropora,cervicornis,K2,22,5,4,NA,NA,NA,NA,694,Carly_Dana,Pickles_Reef,USA,12:06 PM,1:39 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
acer_ndr_gU44_cl22_fr3_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,3,5,NA,NA,NA,NA,850,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gU44_cl22_fr4_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,4,5,NA,NA,NA,NA,851,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gU44_cl22_fr6_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,U44,22,6,5,NA,NA,NA,NA,852,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
acer_ndr_gM5_cl24_fr3_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,24,3,5,NA,NA,NA,NA,370,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl24_fr4_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,24,4,5,NA,NA,NA,NA,371,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl24_fr5_20Nov2018,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,24,5,5,NA,NA,NA,NA,372,Ben_Allan,North_Dry_Rocks,USA,11:55 AM,1:25 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
acer_ndr_gM5_cl24_fr3_04Mar2019,acer,ndr,persistence_to_resistance,Acropora,cervicornis,M5,24,3,5,NA,NA,NA,NA,856,Allan,North_Dry_Rocks,USA,12:14 PM,1:15 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
