sample_ID,bag_num,sample_ID2,Fragment_number,Health,collection_date,Month,Year,Samp_trip,joining_info,order,species,time_Reef,reef,Genotype,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth
apal_ndr_gCN4_cl38_frB_AH_2019-11-19,bagnumber-2168,apal_ndr_gCN4_cl38_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_38_B_ndr,245,apal,5_ndr,ndr,CN4,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr4_AH_2019-11-19,bagnumber-2169,apal_ndr_gCN4_cl38_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_38_4_ndr,246,apal,5_ndr,ndr,CN4,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr5_AH_2019-11-19,bagnumber-2170,apal_ndr_gCN4_cl38_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_38_5_ndr,247,apal,5_ndr,ndr,CN4,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr6_AH_2019-11-19,bagnumber-2171,apal_ndr_gCN4_cl38_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_38_6_ndr,248,apal,5_ndr,ndr,CN4,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr3_AH_2019-11-19,bagnumber-2172,apal_ndr_gCN4_cl38_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_38_3_ndr,249,apal,5_ndr,ndr,CN4,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl32_frB_AH_2019-11-19,bagnumber-2173,apal_ndr_gCN4_cl32_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_32_B_ndr,250,apal,5_ndr,ndr,CN4,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr4_AH_2019-11-19,bagnumber-2174,apal_ndr_gCN4_cl32_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_32_4_ndr,251,apal,5_ndr,ndr,CN4,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr5_AH_2019-11-19,bagnumber-2175,apal_ndr_gCN4_cl32_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_32_5_ndr,252,apal,5_ndr,ndr,CN4,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl28_fr3_AH_2019-11-19,bagnumber-2176,apal_ndr_gCN4_cl28_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_28_3_ndr,253,apal,5_ndr,ndr,CN4,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,12.7
apal_ndr_gCN4_cl28_fr4_AH_2019-11-19,bagnumber-2177,apal_ndr_gCN4_cl28_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_28_4_ndr,254,apal,5_ndr,ndr,CN4,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,12.7
apal_ndr_gCN4_cl28_fr5_AH_2019-11-19,bagnumber-2178,apal_ndr_gCN4_cl28_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,CN4_Cluster_28_5_ndr,255,apal,5_ndr,ndr,CN4,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,12.7
apal_ndr_gML2_cl26_fr3_AH_2019-11-19,bagnumber-2179,apal_ndr_gML2_cl26_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_26_3_ndr,256,apal,5_ndr,ndr,ML2,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl26_fr4_AH_2019-11-19,bagnumber-2180,apal_ndr_gML2_cl26_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_26_4_ndr,257,apal,5_ndr,ndr,ML2,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl26_fr5_AH_2019-11-19,bagnumber-2221,apal_ndr_gML2_cl26_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_26_5_ndr,258,apal,5_ndr,ndr,ML2,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl23_frB_AH_2019-11-19,bagnumber-2223,apal_ndr_gML2_cl23_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_23_B_ndr,260,apal,5_ndr,ndr,ML2,23,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl23_fr6_AH_2019-11-19,bagnumber-2224,apal_ndr_gML2_cl23_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_23_6_ndr,261,apal,5_ndr,ndr,ML2,23,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl18_fr3_AH_2019-11-19,bagnumber-2226,apal_ndr_gML2_cl18_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_18_3_ndr,263,apal,5_ndr,ndr,ML2,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr4_AH_2019-11-19,bagnumber-2227,apal_ndr_gML2_cl18_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_18_4_ndr,264,apal,5_ndr,ndr,ML2,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr5_AH_2019-11-19,bagnumber-2228,apal_ndr_gML2_cl18_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_18_5_ndr,265,apal,5_ndr,ndr,ML2,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr6_AH_2019-11-19,bagnumber-2229,apal_ndr_gML2_cl18_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_18_6_ndr,266,apal,5_ndr,ndr,ML2,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,11.8
apal_ndr_gCN2_cl15_fr3_AH_2019-11-19,bagnumber-2237,apal_ndr_gCN2_cl15_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_15_3_ndr,267,apal,5_ndr,ndr,CN2,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr4_AH_2019-11-19,bagnumber-2238,apal_ndr_gCN2_cl15_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_15_4_ndr,268,apal,5_ndr,ndr,CN2,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr5_AH_2019-11-19,bagnumber-2239,apal_ndr_gCN2_cl15_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_15_5_ndr,269,apal,5_ndr,ndr,CN2,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr6_AH_2019-11-19,bagnumber-2240,apal_ndr_gCN2_cl15_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_15_6_ndr,270,apal,5_ndr,ndr,CN2,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,11.8
apal_ndr_gHS1_cl70_fr3_AH_2019-11-19,bagnumber-2242,apal_ndr_gHS1_cl70_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_70_3_ndr,271,apal,5_ndr,ndr,HS1,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl70_fr4_AH_2019-11-19,bagnumber-2243,apal_ndr_gHS1_cl70_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_70_4_ndr,272,apal,5_ndr,ndr,HS1,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl70_fr5_AH_2019-11-19,bagnumber-2244,apal_ndr_gHS1_cl70_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_70_5_ndr,273,apal,5_ndr,ndr,HS1,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl67_fr3_AH_2019-11-19,bagnumber-2248,apal_ndr_gHS1_cl67_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_67_3_ndr,274,apal,5_ndr,ndr,HS1,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,12.6
apal_ndr_gHS1_cl67_fr6_AH_2019-11-19,bagnumber-2249,apal_ndr_gHS1_cl67_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_67_6_ndr,275,apal,5_ndr,ndr,HS1,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,12.6
apal_ndr_gHS1_cl67_fr7_AH_2019-11-19,bagnumber-2250,apal_ndr_gHS1_cl67_fr7_AH_2019-11-19,7,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_67_7_ndr,276,apal,5_ndr,ndr,HS1,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,12.6
apal_ndr_gCN2_cl65_fr3_AH_2019-11-19,bagnumber-2251,apal_ndr_gCN2_cl65_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_65_3_ndr,277,apal,5_ndr,ndr,CN2,65,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303122,-80.293845,11.6
apal_ndr_gCN2_cl65_fr6_AH_2019-11-19,bagnumber-2252,apal_ndr_gCN2_cl65_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_65_6_ndr,278,apal,5_ndr,ndr,CN2,65,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303122,-80.293845,11.6
apal_cf_gCN2_cl3_fr4_AH_2019-02-28,bagnumber-512,apal_cf_gCN2_cl3_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_3_4_cf,281,apal,2_cf,cf,CN2,3,2,NA,blue4,blue4,blue4,blue4,blue4,25.22087,-80.2102176,20.6
apal_cf_gCN2_cl3_fr5_AH_2019-02-28,bagnumber-513,apal_cf_gCN2_cl3_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_3_5_cf,282,apal,2_cf,cf,CN2,3,2,NA,blue4,blue4,blue4,blue4,blue4,25.22087,-80.2102176,20.6
apal_cf_gCN2_cl6_fr3_AH_2019-02-28,bagnumber-514,apal_cf_gCN2_cl6_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_6_3_cf,283,apal,2_cf,cf,CN2,6,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr4_AH_2019-02-28,bagnumber-515,apal_cf_gCN2_cl6_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_6_4_cf,284,apal,2_cf,cf,CN2,6,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr5_AH_2019-02-28,bagnumber-516,apal_cf_gCN2_cl6_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_6_5_cf,285,apal,2_cf,cf,CN2,6,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl11_fr3_AH_2019-02-28,bagnumber-517,apal_cf_gCN2_cl11_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_11_3_cf,286,apal,2_cf,cf,CN2,11,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl11_fr4_AH_2019-02-28,bagnumber-518,apal_cf_gCN2_cl11_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_11_4_cf,287,apal,2_cf,cf,CN2,11,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl11_fr5_AH_2019-02-28,bagnumber-519,apal_cf_gCN2_cl11_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,CN2_Cluster_11_5_cf,288,apal,2_cf,cf,CN2,11,2,NA,blue4,blue4,blue4,blue4,blue4,25.2208448,-80.2102244,19.6
apal_cf_gHS1_cl15_fr3_AH_2019-02-28,bagnumber-523,apal_cf_gHS1_cl15_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_15_3_cf,289,apal,2_cf,cf,HS1,15,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr4_AH_2019-02-28,bagnumber-524,apal_cf_gHS1_cl15_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_15_4_cf,290,apal,2_cf,cf,HS1,15,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr5_AH_2019-02-28,bagnumber-525,apal_cf_gHS1_cl15_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_15_5_cf,291,apal,2_cf,cf,HS1,15,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl17_fr3_AH_2019-02-28,bagnumber-527,apal_cf_gHS1_cl17_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_17_3_cf,292,apal,2_cf,cf,HS1,17,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl17_fr4_AH_2019-02-28,bagnumber-528,apal_cf_gHS1_cl17_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_17_4_cf,293,apal,2_cf,cf,HS1,17,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl17_fr5_AH_2019-02-28,bagnumber-529,apal_cf_gHS1_cl17_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_17_5_cf,294,apal,2_cf,cf,HS1,17,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl18_fr3_AH_2019-02-28,bagnumber-530,apal_cf_gHS1_cl18_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_18_3_cf,295,apal,2_cf,cf,HS1,18,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208501,-80.2102565,18.8
apal_cf_gHS1_cl18_frB_AH_2019-02-28,bagnumber-531,apal_cf_gHS1_cl18_frB_AH_2019-02-28,B,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_18_B_cf,296,apal,2_cf,cf,HS1,18,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208501,-80.2102565,18.8
apal_cf_gHS1_cl18_fr6_AH_2019-02-28,bagnumber-532,apal_cf_gHS1_cl18_fr6_AH_2019-02-28,6,AH,28-Feb-19,February,2019,Trip_2,HS1_Cluster_18_6_cf,297,apal,2_cf,cf,HS1,18,2,NA,blue4,greenyellow,mediumpurple,blue4,blue4,25.2208501,-80.2102565,18.8
apal_cf_gCN4_cl25_frA_AH_2019-02-28,bagnumber-533,apal_cf_gCN4_cl25_frA_AH_2019-02-28,A,AH,28-Feb-19,February,2019,Trip_2,CN4_Cluster_25_A_cf,298,apal,2_cf,cf,CN4,25,2,NA,blue4,maroon2,orangered,blue4,blue4,25.220825,-80.2102634,20.8
apal_cf_gCN4_cl35_fr3_AH_2019-02-28,bagnumber-534,apal_cf_gCN4_cl35_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,CN4_Cluster_35_3_cf,299,apal,2_cf,cf,CN4,35,2,NA,blue4,maroon2,orangered,blue4,blue4,25.2207798,-80.2102852,17.9
apal_cf_gCN4_cl35_fr4_AH_2019-02-28,bagnumber-535,apal_cf_gCN4_cl35_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,CN4_Cluster_35_4_cf,300,apal,2_cf,cf,CN4,35,2,NA,blue4,maroon2,orangered,blue4,blue4,25.2207798,-80.2102852,17.9
apal_cf_gCN4_cl35_fr5_AH_2019-02-28,bagnumber-536,apal_cf_gCN4_cl35_fr5_AH_2019-02-28,5,AH,28-Feb-19,February,2019,Trip_2,CN4_Cluster_35_5_cf,301,apal,2_cf,cf,CN4,35,2,NA,blue4,maroon2,orangered,blue4,blue4,25.2207798,-80.2102852,17.9
apal_cf_gML2_cl78_frA_AH_2019-02-28,bagnumber-537,apal_cf_gML2_cl78_frA_AH_2019-02-28,A,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_78_A_cf,302,apal,2_cf,cf,ML2,78,2,NA,blue4,orangered,yellow3,blue4,blue4,25.2206999,-80.2103693,20.9
apal_cf_gML2_cl78_fr3_AH_2019-02-28,bagnumber-538,apal_cf_gML2_cl78_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_78_3_cf,303,apal,2_cf,cf,ML2,78,2,NA,blue4,orangered,yellow3,blue4,blue4,25.2206999,-80.2103693,20.9
apal_cf_gML2_cl78_fr4_AH_2019-02-28,bagnumber-539,apal_cf_gML2_cl78_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_78_4_cf,304,apal,2_cf,cf,ML2,78,2,NA,blue4,orangered,yellow3,blue4,blue4,25.2206999,-80.2103693,20.9
apal_pr_gCN2_cl75_fr3_AH_2019-03-01,bagnumber-584,apal_pr_gCN2_cl75_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_3_pr,305,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr4_AH_2019-03-01,bagnumber-585,apal_pr_gCN2_cl75_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_4_pr,306,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr7_AH_2019-03-01,bagnumber-586,apal_pr_gCN2_cl75_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_7_pr,307,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl79_fr3_AH_2019-03-01,bagnumber-590,apal_pr_gCN2_cl79_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_3_pr,308,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr4_AH_2019-03-01,bagnumber-591,apal_pr_gCN2_cl79_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_4_pr,309,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr6_AH_2019-03-01,bagnumber-592,apal_pr_gCN2_cl79_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_6_pr,310,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl81_fr3_AH_2019-03-01,bagnumber-593,apal_pr_gCN2_cl81_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_3_pr,311,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr4_AH_2019-03-01,bagnumber-594,apal_pr_gCN2_cl81_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_4_pr,312,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr6_AH_2019-03-01,bagnumber-595,apal_pr_gCN2_cl81_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_6_pr,313,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN4_cl98_fr3_AH_2019-03-01,bagnumber-596,apal_pr_gCN4_cl98_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_3_pr,314,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr4_AH_2019-03-01,bagnumber-597,apal_pr_gCN4_cl98_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_4_pr,315,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr7_AH_2019-03-01,bagnumber-598,apal_pr_gCN4_cl98_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_7_pr,316,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_cf_gML2_cl95_fr3_AH_2019-02-28,bagnumber-604,apal_cf_gML2_cl95_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_95_3_cf,317,apal,2_cf,cf,ML2,95,2,NA,greenyellow,orangered,yellow3,blue4,blue4,25.2206699,-80.2103919,20.9
apal_cf_gML2_cl95_fr4_AH_2019-02-28,bagnumber-605,apal_cf_gML2_cl95_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_95_4_cf,318,apal,2_cf,cf,ML2,95,2,NA,greenyellow,orangered,yellow3,blue4,blue4,25.2206699,-80.2103919,20.9
apal_pr_gCN4_cl103_fr4_AH_2019-03-01,bagnumber-628,apal_pr_gCN4_cl103_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_4_pr,319,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr5_AH_2019-03-01,bagnumber-629,apal_pr_gCN4_cl103_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_5_pr,320,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr7_AH_2019-03-01,bagnumber-630,apal_pr_gCN4_cl103_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_7_pr,321,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gHS1_cl108_fr4_AH_2019-03-01,bagnumber-634,apal_pr_gHS1_cl108_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_4_pr,322,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr5_AH_2019-03-01,bagnumber-635,apal_pr_gHS1_cl108_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_5_pr,323,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr6_AH_2019-03-01,bagnumber-637,apal_pr_gHS1_cl108_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_6_pr,324,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl106_fr4_AH_2019-03-01,bagnumber-638,apal_pr_gHS1_cl106_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_4_pr,325,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr5_AH_2019-03-01,bagnumber-639,apal_pr_gHS1_cl106_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_5_pr,326,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr7_AH_2019-03-01,bagnumber-640,apal_pr_gHS1_cl106_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_7_pr,327,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl112_fr3_AH_2019-03-01,bagnumber-641,apal_pr_gHS1_cl112_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_112_3_pr,328,apal,2_pr,pr,HS1,112,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845578,-80.4166775,16.8
